Date,Wind_mph,Temp_F,Cloud_Cover,Start_Time,End_Time,Visit_Number,Species,Count,Ecosystem
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Loggerhead Shrike,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Loggerhead Shrike,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/3/94,NA,NA,NA,NA,NA,1,Sagebrush Sparrow,1,Desert grassland
1/4/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Common Raven,NA,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Crissal Thrasher,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Dark-eyed Junco,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,House Finch,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,House Finch,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,House Finch,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,House Finch,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Juniper Titmouse,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Ladder-backed Woodpecker,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Ladder-backed Woodpecker,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Pinyon Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Townsend's Solitaire,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Townsend's Solitaire,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Townsend's Solitaire,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
1/4/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Loggerhead Shrike,NA,Desert grassland
6/5/94,NA,NA,NA,NA,NA,1,Loggerhead Shrike,1,Desert grassland
6/6/94,NA,NA,NA,NA,NA,1,Ash-throated Flycatcher,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Ash-throated Flycatcher,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Ash-throated Flycatcher,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Ash-throated Flycatcher,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Ash-throated Flycatcher,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Black-throated Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Cassin's Sparrow,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Common Raven,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,House Finch,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,House Finch,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Mourning Dove,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Mourning Dove,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Rock Wren,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Scaled Quail,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Scaled Quail,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Scaled Quail,1,Desert shrubland
6/6/94,NA,NA,NA,NA,NA,1,Scaled Quail,1,Desert shrubland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Bewick's Wren,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Black-headed Grosbeak,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Brown-headed Cowbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Cassin's Kingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Cassin's Kingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Cassin's Kingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Cassin's Kingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Nighthawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Nighthawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Nighthawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Nighthawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Nighthawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Common Raven,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Gambel's Quail,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,House Finch,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Lark Sparrow,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Lark Sparrow,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Lark Sparrow,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Lark Sparrow,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Mourning Dove,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Mourning Dove,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Mourning Dove,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Northern Mockingbird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Red-tailed Hawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Red-tailed Hawk,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Spotted Towhee,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Western Bluebird,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
6/12/94,NA,NA,NA,NA,NA,1,Woodhouse's Scrub-Jay,1,Pinyon woodland
9/3/94,NA,NA,NA,NA,NA,1,Bank Swallow,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Brewer's Sparrow,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Brewer's Sparrow,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Broad-tailed Hummingbird,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Chihuahuan Meadowlark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
9/3/94,NA,NA,NA,NA,NA,1,Horned Lark,1,Desert grassland
